prompt,label,classname
"A small piggy bank, often shaped like a pig, used for saving coins and small amounts of money.",719,piggy bank
"A small pill bottle, typically made of plastic or glass, used to store and dispense medication in pill or capsule form.",720,pill bottle
"A soft pillow, typically filled with feathers, foam, or synthetic materials, used to support the head while sleeping or resting.",721,pillow
"A ping-pong ball, hollow plastic ball used in the game of table tennis (also known as ping-pong).",722,ping-pong ball
"A pinwheel consisting of a small wheel with colorful vanes, mounted on a stick, which spins when blown by the wind or by a person's breath.",723,pinwheel
"A pirate ship of sailing vessel used by pirates, often armed with cannons and featuring distinctive designs, such as the Jolly Roger flag.",724,pirate ship
"A drink pitcher with a handle and spout, typically made of glass, ceramic, or plastic, used for serving and pouring beverages.",725,drink pitcher
"A small block plane tool used for smoothing and shaping wood, consisting of a blade mounted in a compact, handheld body.",726,block plane
"A planetarium, often found in museums or educational institutions, featuring a domed theater for presenting shows about astronomy and the night sky.",727,planetarium
"A plastic bag, flexible, disposable container made from thin plastic film, used for carrying or storing goods.",728,plastic bag
"A plate rack device, typically made of wood or metal, designed to hold and display plates, often mounted on a wall or placed on a countertop.",729,plate rack
"An agricultural farm plow used to break up and turn over soil, often pulled by a tractor or animal, preparing the ground for planting crops.",730,farm plow
"A plunger with a rubber suction cup on a handle, used to clear clogs in drains and toilets by creating a vacuum or pressure.",731,plunger
"A Polaroid camera of instant camera that produces self-developing photographs, invented by Polaroid Corporation.",732,Polaroid camera
"A long, pole, cylindrical object, typically made of wood, metal, or plastic, used for support, as a flagstaff, or in various sports and activities.",733,pole
"A police van used by law enforcement agencies for transporting officers, suspects, or prisoners.",734,police van
"A poncho made of a single piece of fabric with an opening for the head, often worn as a raincoat or outer layer for warmth.",735,poncho
"A rectangular pool table with a flat, cloth-covered surface, raised edges, and six pockets, used for playing cue sports such as billiards, pool, or snooker.",736,pool table
"A soda bottle, typically made of glass or plastic, used for holding carbonated soft drinks.",737,soda bottle
"A plant pot, typically made of clay, plastic, or ceramic, used for holding and growing plants.",738,plant pot
"A potter's wheel platform used by potters for shaping and forming clay into ceramic objects, such as bowls, vases, and plates.",739,potter's wheel
"An electrically-powered power drill tool used for drilling holes, driving screws, or other tasks, featuring a rotating chuck for holding drill bits or other attachments.",740,power drill
"A small prayer rug or mat used by Muslims for kneeling and prostrating during prayer, often featuring intricate designs and religious symbols.",741,prayer rug
"A printer that produces text or images on paper or other materials, typically using inkjet or laser technology.",742,printer
"A prison facility where individuals convicted of crimes are confined, typically for rehabilitation, punishment, or deterrence.",743,prison
"A self-propelled, guided missile system that can carry an explosive, chemical, or other payload, used in military and defense applications.",744,missile
"A projector that projects images or video onto a screen or surface, often used in presentations, home theaters, or other visual displays.",745,projector
"A small, flat, rubber hockey puck used as the playing object in the sport of ice hockey, designed to slide smoothly across the ice surface.",746,hockey puck
"A heavy, cylindrical punching bag, typically filled with sand or other material, used for practicing punches and other striking techniques in boxing and martial arts training.",747,punching bag
"A small purse, typically made of leather or fabric, used by women for carrying money, cards, and personal items.",748,purse
"A quill instrument made from a feather, typically from a large bird, with the tip sharpened and split to hold ink for writing or drawing.",749,quill
"A quilt of bedding made from layers of fabric sewn together, often with a decorative pattern, used for warmth and comfort.",750,quilt
"A race car vehicle designed for competitive motorsports, often featuring specialized engines, lightweight materials, and aerodynamic designs.",751,race car
"A racket implement with a handle and an open, oval-shaped frame strung with a tight mesh, used for striking balls in sports such as tennis, badminton, and squash.",752,racket
"A radiator exchanger used in buildings or vehicles to transfer thermal energy from one medium to another, typically for heating or cooling purposes.",753,radiator
"An electronic radio used to receive and transmit audio signals through the airwaves, often used for entertainment, communication, or broadcasting.",754,radio
"A large, dish-shaped radio telescope used to detect and study radio waves emitted by celestial objects, often used in radio astronomy for observing the universe.",755,radio telescope
"A large rain barrel used to collect and store rainwater, often from rooftops or gutters, for later use in irrigation or other purposes.",756,rain barrel
"A motorized or towable recreational vehicle that combines transportation and living quarters, often used for camping, travel, or other leisure activities.",757,recreational vehicle
"A fishing casting reel of fishing reel designed for casting bait or lures over a long distance, featuring a spool that rotates as the line is released.",758,fishing casting reel
"A reflex camera of camera, often called a single-lens reflex (SLR) camera, that uses a mirror and prism system to allow the photographer to see through the lens and accurately frame the shot.",759,reflex camera
"A refrigerator appliance used for cooling and preserving food by maintaining a low temperature, typically between 35-40°F (2-4°C).",760,refrigerator
"A handheld remote control used to operate electronic equipment, such as televisions, audio systems, or other appliances, from a distance via infrared or radio signals.",761,remote control
"An restaurant where food and drink are prepared and served to customers, often featuring a dining area, kitchen, and sometimes a bar or lounge.",762,restaurant
"A revolver of handgun that features a rotating cylinder with multiple chambers, each holding a single cartridge, allowing for multiple shots to be fired before reloading.",763,revolver
"A long-barreled firearm designed for accurate shooting at long distances, typically featuring a rifled barrel to impart spin on the projectile for increased stability.",764,rifle
"A rocking chair of chair with curved legs or rockers that allows it to rock back and forth, often used for relaxation or soothing motion.",765,rocking chair
"A cooking rotisserie or accessory that rotates food, often meat, on a spit or skewer over a heat source, allowing for even cooking and self-basting.",766,rotisserie
"A small eraser, typically made of rubber or a similar material, used to remove pencil marks or other writing from paper or other surfaces.",767,eraser
"An oval-shaped rugby ball used in the sport of rugby, made of leather or synthetic materials and featuring a distinctive shape for easier handling and kicking.",768,rugby ball
"A straight-edged ruler measuring stick, usually made of wood, plastic, or metal, marked with units of length (such as inches or centimeters), used to measure distances or draw straight lines.",769,ruler measuring stick
"A sneaker of casual footwear with a flexible rubber sole and an upper made of leather, synthetic materials, or cloth, often designed for sports or athletic activities.",770,sneaker
"A safe, lockable container, often made of steel or other strong materials, used to store valuables, documents, or other important items to protect them from theft, fire, or damage.",771,safe
"A small, metal fastening safety pin with a spring mechanism and a protective clasp, used to hold fabric or other materials together.",772,safety pin
"A small salt shaker with perforated top, used for holding and dispensing salt at the table.",773,salt shaker
"A sandal of open-toed footwear consisting of a sole held to the foot by straps or bands, often worn in warm weather or as casual wear.",774,sandal
"A large, rectangular sarong of fabric, often featuring colorful patterns or designs, worn wrapped around the body as a skirt or dress in various cultures.",775,sarong
"A musical saxophone, typically made of brass, with a distinctive curved shape and a single-reed mouthpiece, used in various styles of music, including jazz, classical, and popular.",776,saxophone
"A protective scabbard or case, often made of leather or metal, designed to hold a sword, knife, or other bladed weapon when not in use.",777,scabbard
"A weighing scale used to measure the weight or mass of an object, often featuring a platform, balance, or other mechanism for determining the measurement.",778,weighing scale
"A large, yellow school bus designed for safely transporting students to and from school, often featuring flashing lights and a stop sign to alert other drivers.",779,school bus
"A schooner of sailing ship with two or more masts and a fore-and-aft rig, often used for cargo or passenger transport during the 18th and 19th centuries.",780,schooner
"A large scoreboard, often found in sports arenas or stadiums, used to show the scores, time remaining, and other information related to a game or event.",781,scoreboard
"A CRT monitor of display device that uses cathode ray tube (CRT) technology to generate images, commonly used in older televisions and computer monitors.",782,CRT monitor
"A screw with a helical thread that engages with a corresponding thread in a nut or other material, used to hold objects together or adjust their position.",783,screw
"A screwdriver tool with a handle and a metal shaft, often flat or Phillips head, used for inserting, tightening, or loosening screws.",784,screwdriver
"A seat belt device in vehicles, consisting of a strap and buckle, designed to secure passengers in their seats and protect them in case of an accident.",785,seat belt
"A mechanical or electronic sewing machine used for stitching fabric, leather, or other materials together, often featuring a needle, thread, and various settings for different stitch types.",786,sewing machine
"A protective shield, often made of metal or other durable materials, used in combat or sports to block or deflect blows or projectiles.",787,shield
"A retail shoe store specializing in the sale of footwear, often carrying a variety of styles, sizes, and brands for men, women, and children.",788,shoe store
"A traditional Japanese shoji screen / room divider or room divider made of wooden frames covered with translucent paper, often used to separate spaces or provide privacy.",789,shoji screen / room divider
"A small, handheld shopping basket, often made of wire, plastic, or wicker, used for carrying items while shopping in a store.",790,shopping basket
"A wheeled shopping cart, typically made of metal or plastic, used for holding and transporting items while shopping in a store.",791,shopping cart
"A shovel tool consisting of a broad, flat blade attached to a handle, used for digging, lifting, or moving materials such as dirt, snow, or gravel.",792,shovel
"A shower cap covering, typically made of plastic or vinyl, worn over the hair to protect it from getting wet while showering or bathing.",793,shower cap
"A shower curtain, often made of waterproof material, used to contain water within a shower or bathtub area and prevent it from splashing onto the floor or surrounding surfaces.",794,shower curtain
"A long, narrow, flat-bottomed device, typically made of wood, plastic, or composite materials, worn on the feet to glide over snow in winter sports such as skiing or snowboarding.",795,ski
"A close-fitting balaclava ski mask that covers the head and neck, often made of warm, insulating material, worn to protect the face and head from cold weather, wind, or other elements.",796,balaclava ski mask
"A sleeping bag, insulated, zippered bag designed for sleeping outdoors, often used in camping or other outdoor activities.",797,sleeping bag
"A mechanical slide rule computer used for multiplication, division, and other calculations, featuring a sliding central strip and a fixed outer scale.",798,slide rule
"A sliding door of door that opens and closes by sliding horizontally along a track or guide, often used in homes, offices, or other buildings to save space or create a smooth, modern appearance.",799,sliding door
"A slot machine device that features spinning reels with various symbols, activated by inserting coins or tokens and pulling a lever or pushing a button, with the goal of achieving a winning combination of symbols.",800,slot machine
"A snorkel used for breathing while swimming or diving just below the surface of the water, allowing the user to keep their face submerged without having to lift their head for air.",801,snorkel
"A motorized snowmobile designed for traveling on snow or ice, often featuring a tracked drive system and skis for steering.",802,snowmobile
"A large snowplow or attachment designed for clearing snow from roads, driveways, or other surfaces, often featuring a large, angled blade for pushing the snow aside.",803,snowplow
A soap dispenser with a pump or other mechanism for dispensing liquid or foam soap for handwashing or other cleaning purposes.,804,soap dispenser
"A spherical soccer ball made of leather or synthetic materials, used in the game of soccer (also known as football), featuring a distinctive pattern of black and white pentagonal and hexagonal panels.",805,soccer ball
"A close-fitting sock made of stretchy material, worn on the foot and lower leg for warmth, comfort, or fashion.",806,sock
"A solar thermal collector used to absorb sunlight and convert it into thermal energy, often used for heating water or air in residential or commercial applications.",807,solar thermal collector
"A wide-brimmed sombrero, typically made of straw or felt, often associated with Mexican culture and worn for protection from the sun.",808,sombrero
"A deep, round soup bowl designed specifically for holding and serving soup or other liquid-based foods.",809,soup bowl
"A long, horizontal keyboard space bar on a computer keyboard, used for creating spaces between words or characters while typing.",810,keyboard space bar
"A portable, electric space heater device used for warming small, enclosed areas or individual rooms.",811,space heater
"A reusable space shuttle designed for transportation between Earth and space, used for missions such as satellite deployment, scientific research, and maintenance of the International Space Station.",812,space shuttle
"A flat, flexible, and often broad-bladed spatula utensil, used for lifting, turning, or spreading food items, such as flipping pancakes or spreading frosting on a cake.",813,spatula
"A motorboat powered by an internal combustion engine or electric motor, often used for recreational activities or transportation on water.",814,motorboat
"A silken spider web created by a spider, often featuring a distinctive pattern, used for trapping and capturing prey.",815,spider web
"A spindle rod or pin used for spinning fibers, such as wool or cotton, into yarn or thread.",816,spindle
"A small, high-performance sports car designed for speed and agility, often featuring a sleek, aerodynamic design and powerful engine.",817,sports car
"A bright, focused spotlight of light used to illuminate a specific area or object, often used in theater, photography, or other visual applications.",818,spotlight
"A raised stage or floor, often found in theaters or other performance venues, used for presenting plays, concerts, or other events.",819,stage
"A steam locomotive of railway locomotive powered by steam, often characterized by a large, cylindrical boiler and distinctive smokestack, used for transporting passengers or cargo in the 19th and early 20th centuries.",820,steam locomotive
"A through arch bridge that features a curved arch structure, with the roadway passing through the arch rather than resting on top of it, often used for spanning rivers or other natural obstacles.",821,through arch bridge
"A musical steel drum originating from the Caribbean, made from a metal drum with the top surface hammered into a series of raised areas, each producing a different pitch when struck.",822,steel drum
"A medical stethoscope used for listening to sounds produced within the body, such as the heartbeat or breathing, featuring a chest piece, tubing, and earpieces.",823,stethoscope
"A long, narrow scarf of fabric, often made of wool, silk, or other materials, worn around the neck or shoulders for warmth or fashion.",824,scarf
"A stone wall of wall constructed using stones or rocks, often used for fencing, retaining, or decorative purposes.",825,stone wall
"A stopwatch timekeeping device with buttons for starting, stopping, and resetting the timer, often used for measuring elapsed time in sports or other timed events.",826,stopwatch
"A stove appliance used for cooking, often featuring burners or heating elements for use with pots and pans, and sometimes including an oven for baking or roasting.",827,stove
"A strainer utensil with a perforated or mesh surface, used for separating solids from liquids, such as draining pasta or rinsing fruit.",828,strainer
"A tram of public transportation vehicle, often powered by electricity and running on tracks, used for transporting passengers within urban areas.",829,tram
"A medical stretcher, often featuring a flat surface and handles, used for carrying injured or incapacitated people during emergencies or rescue operations.",830,stretcher
"A large, upholstered couch of furniture designed for seating multiple people, often found in living rooms or other communal spaces.",831,couch
"A dome-shaped stupa, often found in Buddhist architecture, used as a place for meditation or to house sacred relics.",832,stupa
"A specialized submarine designed to travel underwater, often used for military, scientific, or exploration purposes.",833,submarine
"A suit of matching garments, typically including a jacket and trousers or a skirt, often worn for formal occasions or professional settings.",834,suit
"An ancient sundial device that measures the passage of time based on the position of the sun, using a gnomon or pointer to cast a shadow onto a calibrated surface.",835,sundial
"Protective sunglasses designed to block out harmful ultraviolet (UV) rays and reduce glare from the sun, often featuring tinted lenses and frames in various styles.",836,sunglasses
"A type of eyewear with tinted or polarized lenses that protect the eyes from sunlight and ultraviolet (UV) radiation, often worn for comfort and style. Sunglasses can also have prescription lenses for individuals who need vision correction.",837,sunglasses
"A topical sunscreen, cream, or spray used to protect the skin from the harmful effects of the sun's ultraviolet (UV) rays, often available in different sun protection factor (SPF) ratings.",838,sunscreen
"A suspension bridge of bridge that features a roadway suspended from large cables, often used for spanning long distances or crossing large bodies of water.",839,suspension bridge
"A mop tool consisting of a long handle with a bundle of absorbent material, such as yarn or microfiber, attached to one end, used for cleaning floors or other surfaces.",840,mop
"A loose, long-sleeved sweatshirt made of soft, warm fabric, typically featuring a crew neck or hood, and often worn for casual comfort or athletic activities.",841,sweatshirt
"A swim trunks / shorts of swimwear designed for men or boys, typically featuring an elastic waistband and made of quick-drying fabric.",842,swim trunks / shorts
"A suspended seat or platform, often found in playgrounds or other recreational areas, designed for swinging back and forth for enjoyment or relaxation.",843,swing
"A electrical switch used to control the flow of electricity in a circuit, allowing users to turn electrical appliances or lights on and off.",844,electrical switch
"A medical syringe used for injecting or withdrawing fluids, featuring a narrow tube with a plunger and a needle for insertion into the body.",845,syringe
"A portable light table lamp, often used for task lighting or decoration, featuring a base, a stem, and a shade to diffuse the light from the bulb.",846,table lamp
"An armored tank vehicle, often featuring a rotating turret and heavy weaponry, used for military operations or warfare.",847,tank
"An audio tape player used for playing back magnetic tape recordings, such as cassette tapes or reel-to-reel tapes, often featuring playback controls and built-in speakers or output for external speakers.",848,tape player
"A lidded teapot, typically made of ceramic or metal, used for brewing and serving tea, often featuring a handle, spout, and sometimes a built-in strainer.",849,teapot
"A soft, stuffed teddy bear, typically made of fabric and shaped like a bear, often given as a gift or used for comfort by children.",850,teddy bear
"An electronic television used for receiving and displaying video and audio signals, often used for watching broadcast programming, movies, or other forms of visual entertainment.",851,television
"A small, rubber tennis ball covered in a fuzzy, felt-like material, used in the game of tennis, often featuring a distinctive yellow or green color.",852,tennis ball
"A type of roofing material made from dry vegetation such as straw, water reed, sedge, or rushes, which are bundled together and used as a covering for houses and other buildings. Thatched roofs are commonly found in rural areas and traditional architecture.",853,thatched roof
"A heavy front curtain or drapery, often made of velvet or other thick materials, that hangs at the front of a stage in a theater. It is used to conceal the stage from the audience before the performance begins, during scene changes, or at the end of the show.",854,front curtain
"A small, protective thimble, usually made of metal, plastic, or leather, worn on the finger while sewing. It protects the finger from being pricked by the needle and helps push the needle through the fabric.",855,thimble
"A piece of agricultural machinery used to separate grains from their husks and straw. The process, known as threshing, typically involves beating the harvested crops to break the protective covering and free the grains. Threshing machines have largely been replaced by modern combine harvesters.",856,threshing machine
"A ceremonial or symbolic chair, often ornate and elevated, used by a monarch, bishop, or other high-ranking officials to signify their authority and status. Thrones are typically found in palaces, castles, and places of worship.",857,throne
"A tile roof of roof covering made from overlapping pieces of materials such as clay, concrete, or slate, often found in Mediterranean or Spanish-style architecture.",858,tile roof
"A small, electric toaster appliance designed for toasting slices of bread or other bread products by exposing them to radiant heat.",859,toaster
"A retail tobacco shop that specializes in the sale of tobacco products, such as cigarettes, cigars, and pipe tobacco, as well as related accessories.",860,tobacco shop
"The hinged, usually toilet seat or O-shaped, part of a toilet that provides a comfortable surface for users to sit on while using the toilet.",861,toilet seat
"A portable torch source, typically consisting of a long handle with a combustible material at one end, or a battery-powered flashlight.",862,torch
"A totem pole, wooden pole featuring a series of carved symbols or figures, often found in the cultures of indigenous peoples of the Pacific Northwest Coast of North America, used for ceremonial or symbolic purposes.",863,totem pole
"A specialized tow truck equipped with a hoist or other apparatus for towing or recovering broken-down, damaged, or illegally parked vehicles.",864,tow truck
"A retail toy store that specializes in the sale of toys, games, and other recreational items for children and adults.",865,toy store
"A powerful, wheeled tractor used primarily in agriculture for pulling or towing farm implements, such as plows, seeders, or harvesters.",866,tractor
"A large, powerful semi-trailer truck consisting of a tractor unit and an attached semi-trailer, used for the transportation of cargo over long distances.",867,semi-trailer truck
"A flat, shallow tray, often made of plastic, metal, or wood, used for carrying, holding, or displaying items, such as food, utensils, or paperwork.",868,tray
"A long, waterproof trench coat featuring a double-breasted design, often with a belt and shoulder straps, originally designed for military use but now commonly worn as a stylish outerwear option.",869,trench coat
"A three-wheeled tricycle, often human-powered, featuring one wheel at the front and two at the rear, used for transportation or recreation, especially by young children.",870,tricycle
"A trimaran of sailboat featuring a main hull and two smaller outrigger hulls for stability, offering increased speed and performance compared to traditional monohull sailboats.",871,trimaran
"A three-legged tripod or stand used for stabilizing cameras, telescopes, or other devices, often featuring adjustable height and angle settings.",872,tripod
"A monumental triumphal arch, often featuring a large, central archway and decorative elements, built to commemorate military victories, important events, or notable individuals.",873,triumphal arch
"A trolleybus of electric bus powered by overhead wires, using trolley poles to connect to the electric supply, often used for public transportation in urban areas.",874,trolleybus
"A trombone musical instrument featuring a long, cylindrical tube and a sliding mechanism, used to vary the length of the tube and produce different pitches.",875,trombone
"A large, heated hot tub filled with water, often featuring built-in seating and jets for relaxation and hydrotherapy, typically used for recreational purposes.",876,hot tub
"A mechanical turnstile consisting of rotating arms or bars, used to control access to an area, often found in public transportation stations or other high-traffic locations.",877,turnstile
"The typewriter keyboard of a typewriter, a mechanical or electromechanical device used for typing text onto paper, featuring an arrangement of keys for inputting characters.",878,typewriter keyboard
"A collapsible, handheld umbrella consisting of a circular fabric canopy supported by a metal frame, used for protection against rain or sun.",879,umbrella
"A single-wheeled, human-powered unicycle featuring a frame, pedals, and a saddle, often used for entertainment, sport, or exercise.",880,unicycle
"A upright piano of piano characterized by its vertical, compact design, with strings and soundboard positioned vertically inside the cabinet, often used in homes or small venues.",881,upright piano
"An electric vacuum cleaner designed for cleaning floors and other surfaces by suction, often featuring a motorized fan, a filter, and a dust container or disposable bag.",882,vacuum cleaner
"A decorative vase, typically made of glass, ceramic, or metal, used for holding cut flowers or as a standalone ornament.",883,vase
"A vaulted or arched ceiling of ceiling featuring a series of curved or arched surfaces, often found in churches, cathedrals, or other large, open spaces, and used for both structural and aesthetic purposes.",884,vaulted or arched ceiling
"A luxurious, soft velvet fabric with a dense, short pile, often made from silk, cotton, or synthetic fibers, used for clothing, upholstery, and draperies.",885,velvet fabric
"A vending machine, automated machine that dispenses a variety of items, such as snacks, beverages, or tickets, upon the insertion of coins, bills, or electronic payment.",886,vending machine
A ceremonial vestment worn by clergy or other religious officials during worship or other religious ceremonies.,887,vestment
"A long, elevated viaduct, often featuring a series of arches or spans, used for supporting a road, railway, or waterway across a valley or other gap.",888,viaduct
"A violin, stringed musical instrument, characterized by its curved body and distinctive sound, often used in classical, folk, and other genres of music.",889,violin
"A volleyball sport played with a spherical ball, in which two teams of six players each attempt to score points by hitting the ball over a net and into the opposing team's court.",890,volleyball
"A waffle iron appliance, featuring two heated plates with a grid pattern, used for cooking waffles by pouring batter between the plates and closing the device.",891,waffle iron
"A timekeeping wall clock designed to be mounted on a wall, often featuring a round face with hands indicating hours, minutes, and sometimes seconds.",892,wall clock
"A small, folding wallet, typically made of leather or fabric, used for holding money, cards, and other personal items.",893,wallet
"A large, freestanding wardrobe of furniture with doors and shelves, used for storing clothing and other personal belongings.",894,wardrobe
"An military aircraft operated by a country's armed forces, often designed for combat, reconnaissance, transport, or other military purposes.",895,military aircraft
"A plumbing sink featuring a basin and a faucet, used for washing hands, dishes, or other items, often found in kitchens, bathrooms, or utility rooms.",896,sink
"A washing machine appliance designed for cleaning clothes, linens, and other textiles by agitating them in water and detergent, often featuring a spinning drum for wringing out excess water.",897,washing machine
"A water bottle, often made of plastic, metal, or glass, designed for holding and transporting water or other beverages for personal consumption.",898,water bottle
"A large, often lidded, water jug used for holding and serving water or other beverages.",899,water jug
"A water tower, elevated structure used for storing and distributing potable water, often found in urban areas to maintain water pressure in distribution systems.",900,water tower
"A whiskey jug, typically made of ceramic or glass, used for storing and serving whiskey or other distilled spirits.",901,whiskey jug
"A small, handheld whistle used for producing a loud, high-pitched sound, often used for signaling, attracting attention, or officiating sports events.",902,whistle
"A hair wig covering made from human hair, animal hair, or synthetic fibers, designed to imitate natural hair and worn for fashion, theatrical, or other aesthetic purposes.",903,hair wig
"A window screen or wire grid placed in a window frame to allow air circulation while keeping out insects, debris, and other unwanted elements.",904,window screen
"A window shade covering, often made of fabric, plastic, or other materials, designed to control light, privacy, and temperature, typically rolled or folded up when not in use.",905,window shade
"A Windsor tie of wide, triangular knot used for tying a necktie, named after the British Duke of Windsor, often associated with a more formal and sophisticated appearance.",906,Windsor tie
"A specially designed wine bottle, typically made of glass, used for holding and storing wine, often featuring a cork or screw cap closure.",907,wine bottle
"The primary lifting airplane wing of an aircraft, providing lift by creating a pressure difference between the upper and lower surfaces as air flows over them.",908,airplane wing
"A wok, round-bottomed pan used in Chinese and other East Asian cooking, often used for stir-frying, deep-frying, searing, or boiling.",909,wok
"A wooden spoon utensil made from wood, featuring a long handle and a shallow bowl, often used for stirring, mixing, or serving food.",910,wooden spoon
"A natural wool obtained from the fleece of sheep or other animals, often used for producing textiles, such as clothing, blankets, and carpets.",911,wool
"A split-rail fence of fence made from wooden rails that are split or split-lengthwise, often used in rural areas for enclosing livestock or marking property boundaries.",912,split-rail fence
"The shipwreck of a ship that has been destroyed or sunk, often found on the seabed or washed ashore, sometimes of historical or archaeological interest.",913,shipwreck
"A sailboat propelled primarily by sails and wind power, often used for recreational purposes or competitive sailing.",914,sailboat
"A traditional, circular yurt used by nomadic peoples in Central Asia, featuring a wooden frame and a felt or canvas covering.",915,yurt
"A website of related web pages, multimedia content, and other resources, accessible via the internet and identified by a common domain name.",916,website
"A comic book consisting of comic art in the form of sequential, juxtaposed panels that represent individual scenes, often featuring text and narrative.",917,comic book
"A crossword puzzle in which words are arranged in a grid, with clues provided for each word, requiring the solver to fill in the grid with the correct words based on the clues.",918,crossword
"A traffic or street sign placed along roads, streets, or other thoroughfares to provide information, guidance, or warnings to drivers, pedestrians, and other road users.",919,traffic or street sign
"An electronic traffic light device used to control the flow of traffic at intersections, featuring colored lights that indicate when vehicles should stop, proceed with caution, or go.",920,traffic light
"A removable dust jacket cover placed around the outside of a book, often featuring illustrations, promotional text, and other information about the book.",921,dust jacket
"A printed or electronic menu listing the dishes and beverages available at a restaurant, café, or other food service establishment.",922,menu
"A flat, usually plate, dish used for serving or eating food.",923,plate
"A Mexican guacamole or spread made from mashed ripe avocados, often mixed with lime juice, tomatoes, onions, and other ingredients.",924,guacamole
"A clear, flavorful consomme made from concentrated stock that has been clarified, often served as an appetizer or light meal.",925,consomme
"A Chinese hot pot method in which a simmering pot of soup stock is placed at the center of the dining table, and various raw ingredients are cooked in the stock by the diners themselves.",926,hot pot
"A trifle made from layers of sponge cake soaked in fruit and alcohol or fruit juice, topped with layers of custard, fruit, and whipped cream.",927,trifle
"A ice cream, frozen dessert made from a mixture of dairy products, sugar, and flavorings, often served in scoops or cones.",928,ice cream
"A frozen popsicle made from fruit juice or flavored syrup, often on a stick, consumed by licking or biting while holding the stick.",929,popsicle
"A long, thin baguette of French bread characterized by a crisp crust and soft, chewy interior.",930,baguette
"A bagel, ring-shaped bread roll with a chewy texture, traditionally boiled before baking, often topped with seeds or other ingredients.",931,bagel
"A baked, knot-shaped pretzel made from dough, often salted and sometimes flavored with various seasonings.",932,pretzel
"A sandwich cheeseburger of a cooked ground beef patty, typically served on a bun and topped with cheese, along with other toppings and condiments.",933,cheeseburger
"A cooked hot dog, traditionally made from beef or pork, served in a sliced bun with various toppings and condiments.",934,hot dog
"A mashed potatoes made by boiling potatoes and then mashing them, often with the addition of milk, butter, and seasonings.",935,mashed potatoes
"A cabbage green or purple plant, typically with a dense, round head of leaves, used as a vegetable in various culinary dishes.",936,cabbage
"A green broccoli with a large, branching head of tightly clustered green flower buds, belonging to the cabbage family, and eaten as a vegetable.",937,broccoli
"A vegetable cauliflower of a large, white head of undeveloped flower buds, surrounded by green leaves, belonging to the cabbage family.",938,cauliflower
"A zucchini squash with a mild flavor and tender flesh, typically green or yellow, often used in savory dishes.",939,zucchini
"A spaghetti squash of winter squash with a stringy, spaghetti-like flesh when cooked, often used as a low-carb alternative to pasta.",940,spaghetti squash
"A small, dark green, acorn-shaped acorn squash squash with a mild, slightly sweet flavor and orange-yellow flesh.",941,acorn squash
"A bell-shaped butternut squash squash with a tan-colored skin and sweet, orange-yellow flesh, often used in soups, casseroles, and other dishes.",942,butternut squash
"A long, cylindrical, green-skinned cucumber with a crisp, watery flesh, typically eaten raw in salads or pickled.",943,cucumber
"A large, edible artichoke bud with thick, fleshy, leaf-like scales, often boiled or steamed and eaten by removing the scales and scraping off the tender base with the teeth.",944,artichoke
"A bell pepper, mild pepper with a thick, crunchy flesh, typically green, red, yellow, or orange, often eaten raw or cooked in various dishes.",945,bell pepper
"A cardoon vegetable related to the artichoke, with long, celery-like stalks and a slightly bitter flavor, often eaten cooked.",946,cardoon
"A mushroom of fungus with a fruiting body consisting of a cap and stem, often used as a culinary ingredient for their unique flavors and textures.",947,mushroom
"A Granny Smith apple of apple with a bright green skin and a tart, crisp flavor, often used in baking or eaten raw.",948,Granny Smith apple
"A small, red, heart-shaped strawberry with a sweet, slightly tangy flavor, covered in small seeds and often eaten raw or used in desserts.",949,strawberry
"A round, orange-skinned citrus fruit with a sweet, tangy flavor, often eaten raw or used in various culinary dishes and drinks.",950,orange
"A yellow-skinned lemon fruit with a sour, acidic flavor, often used in cooking, baking, and beverages.",951,lemon
"A small, pear-shaped fig with a sweet, slightly chewy flesh and numerous small seeds, often eaten dried or fresh.",952,fig
"A large, tropical pineapple with a tough, spiky exterior and sweet, tangy flesh, often eaten fresh or used in various dishes and drinks.",953,pineapple
"A long, curved, yellow-skinned banana with a soft, sweet flesh, often eaten raw or used in various culinary dishes and desserts.",954,banana
"A large, tropical jackfruit with a bumpy green exterior and sweet, fibrous flesh that can be eaten fresh or used in various dishes.",955,jackfruit
"A tropical cherimoya (custard apple) with a green, scaly skin and sweet, custard-like flesh, often eaten fresh.",956,cherimoya (custard apple)
"A pomegranate, red fruit with a tough outer skin and numerous small, juicy seeds, often eaten raw or used in various dishes and drinks.",957,pomegranate
"hay grass, typically used as animal fodder.",958,hay
"An Italian carbonara dish made with egg, cheese, pancetta, and pepper, often served with spaghetti.",959,carbonara
"A chocolate syrup, thick liquid made from cocoa, sugar, and water, often used as a topping for desserts or mixed into drinks.",960,chocolate syrup
"A dough of flour, water, and other ingredients, typically used as a base for making bread, pastries, and other baked goods.",961,dough
"A dish made from meatloaf meat, breadcrumbs, and seasonings, shaped into a loaf and baked.",962,meatloaf
"A dish pizza of a flat, round base of dough topped with tomato sauce, cheese, and various other ingredients, then baked.",963,pizza
"A savory pot pie with a flaky crust, filled with meat, vegetables, and gravy.",964,pot pie
"A Mexican burrito consisting of a flour tortilla wrapped around a filling of meat, beans, rice, and other ingredients.",965,burrito
An alcoholic red wine made from fermented red grapes.,966,red wine
"A strong, concentrated espresso made by forcing hot water through finely ground coffee beans.",967,espresso
